peak_chr_name	promoter_chr_name	ensemble	gene_name	promoter_strand	n_bases_overlap	baseMean_atac	log2FoldChange_atac	lfcSE_atac	stat_atac	pvalue_atac	padj_atac	baseMean_rna	log2FoldChange_rna	lfcSE_rna	stat_rna	pvalue_rna	padj_rna	cluster_id
chr11:67142086-67142175	chr11:67141447-67143647	ENSG00000175505.11_10	CLCF1	-	89	7.685227914	0.816855073	0.315511683	2.588985181	NA	NA	1.934977103	0.123239114	0.513610728	0.239946534	0.810371706	0.943567814	c1
chr3:184079003-184081721	chr3:184079237-184081437	ENSG00000114859.16_14	CLCN2	-	2200	35.46439661	-0.16857858	0.257092822	-0.655710955	0.512010119	0.952372402	3.143655061	-0.413022084	0.487354169	-0.847478302	0.396728576	0.755722199	c1
chrX:10124521-10127334	chrX:10123014-10125214	ENSG00000073464.13_11	CLCN4	+	693	3.349828287	-0.077007165	0.383676545	-0.200708555	0.84092647	0.994510368	0.904213746	0.606272107	0.689882438	0.878804958	0.379507038	NA	c1
chrX:49686570-49688038	chrX:49685205-49687405	ENSG00000171365.17_16	CLCN5	+	835	14.46970052	-0.099244725	0.235363588	-0.421665583	0.673269129	0.980384451	0.780070905	-1.583315966	1.10679013	-1.430547602	0.152559914	NA	c1
chr1:11863573-11866861	chr1:11864152-11866352	ENSG00000011021.23_9	CLCN6	+	2200	17.41016496	0.371640599	0.228435987	1.626891651	0.103760111	0.544571106	3.484935505	-0.099669731	0.392504256	-0.253932867	0.799547423	0.94094817100000006	c1
chr16:1524319-1525961	chr16:1524877-1527077	ENSG00000103249.19_12	CLCN7	-	1084	6.464809419	0.324699451	0.25156918	1.290696465	0.196808951	0.732567381	3.497095715	0.313619336	0.379393838	0.826632654	0.408445303	0.762641835	c1
chr1:16344159-16344877	chr1:16343369-16345569	ENSG00000186510.12_9	CLCNKA	+	718	4.452213425	0.019851524	0.446491562	0.04446114	0.964536827	0.998919104	0.071600748	0.726784539	3.262372161	0.222777937	0.823708341	NA	c1
chr1:16366458-16366931	chr1:16364746-16366946	ENSG00000184908.20_8	CLCNKB	+	473	3.063333407	-0.222873157	0.46334218	-0.481012018	0.630507957	0.975839805	0.142567628	-0.231522785	2.449883649	-0.094503584	0.924709136	NA	c1
chr3:190039551-190041239	chr3:190040034-190042234	ENSG00000163347.6_7	CLDN1	-	1205	8.051409431	-0.039181001	0.329169443	-0.119029884	0.90525168	0.996924893	0.832312309	0.518858689	1.1509405	0.450812782	0.652124488	NA	c1
chr3:170136068-170139966	chr3:170134655-170136855	ENSG00000013297.12_7	CLDN11	+	787	6.77331421	-0.73145082	0.416221539	-1.757359364	0.078856575	0.469670369	0.709302997	-0.72525203	1.201684003	-0.603529737	0.546156339	NA	c1
chr3:137716892-137718746	chr3:137715576-137717776	ENSG00000066405.13_9	CLDN18	+	884	2.470779885	0.198252672	0.513291653	0.386237865	0.699320513	0.983189054	1.70410045	-2.307153289	0.975253677	-2.365695556	0.017996236	0.280746118	c1
chr1:43205579-43207365	chr1:43205724-43207924	ENSG00000164007.11_10	CLDN19	-	1641	3.511984788	-0.057052326	0.539465443	-0.105757146	0.915775038	0.996953992	0.789773734	1.331089667	1.688386708	0.788379618	0.430474689	NA	c1
chr4:184239922-184242487	chr4:184241228-184243428	ENSG00000177300.7_4	CLDN22	-	1259	1.935456618	0.304385389	0.536973366	0.566853792	0.57081352	0.964774201	1.718480129	-2.329411707	1.284104156	-1.814036421	0.069672119	0.437217788	c1
chr8:8558730-8560594	chr8:8557446-8559646	ENSG00000253958.2_6	CLDN23	+	916	6.2237108	0.561593872	0.325228244	1.726768457	0.084209256	0.48624325	0.453093166	-1.092334441	1.298861221	-0.840993959	0.400351318	NA	c1
chr4:184243673-184244029	chr4:184243378-184245578	ENSG00000185758.9_8	CLDN24	-	356	1.604134182	1.048933773	0.451307681	2.324209883	0.020114248	0.201857673	1.182260621	-1.957057572	1.417875007	-1.380275104	0.167501957	0.564528553	c1
chr11:113648751-113649307	chr11:113648517-113650717	ENSG00000228607.3_5	CLDN25	+	556	8.534575902	-0.64450013	0.418023611	-1.541779251	0.123127246	0.595256633	0	NA	NA	NA	NA	NA	c1
chr7:73183214-73185482	chr7:73184399-73186599	ENSG00000165215.6_7	CLDN3	-	1083	22.68557443	-0.379120047	0.303390426	-1.249611111	0.211441642	0.753556554	8.450785871	-0.841241151	0.677972443	-1.240819091	0.214672587	0.615022513	c1
chr7:73210820-73212375	chr7:73211871-73214071	ENSG00000189143.10_8	CLDN4	+	504	2.589883539	-0.451286875	0.518940891	-0.869630593	0.384502313	0.904376767	1.990829272	0.032066658	0.537692916	0.059637493	0.952444356	0.986867913	c1
chr21:31587559-31588841	chr21:31588214-31590414	ENSG00000156284.6_6	CLDN8	-	627	1.623486396	1.689864683	0.449281423	3.761260972	1.69059e-4	0.006903959	0	NA	NA	NA	NA	NA	c1
chr16:3061936-3063915	chr16:3060923-3063123	ENSG00000213937.4_7	CLDN9	+	1187	13.05658451	-0.634755575	0.377814475	-1.680072144	0.09294328	0.51327385699999994	1.483729326	1.519198074	0.683564655	2.222464346	0.026251941	0.32129203	c1
chr3:98240749-98242151	chr3:98241709-98243909	ENSG00000080822.17_13	CLDND1	-	442	34.52082312	0.236155056	0.246577438	0.957731808	0.338198013	0.876889163	4.807687174	-0.566998791	0.448589968	-1.263957803	0.206245173	0.609144897	c1
chr12:10162231-10162687	chr12:10161225-10163425	ENSG00000256660.7_6	CLEC12B	+	456	2.140076476	0.36628768	0.531888518	0.688654987	0.491040409	0.946228186	0	NA	NA	NA	NA	NA	c1
chr14:38724005-38725595	chr14:38725097-38727297	ENSG00000176435.7_6	CLEC14A	-	498	2.45831921	0.383145611	0.528240351	0.725324391	0.468253046	0.938958455	0.096423012	-0.138777112	3.262372161	-0.042538713	0.966069251	NA	c1
chr16:11037906-11039035	chr16:11036395-11038595	ENSG00000038532.17_14	CLEC16A	+	689	18.82730335	0.207719929	0.229625284	0.904603905	0.365675266	0.894360559	2.278915381	-0.256556311	0.507650587	-0.505379718	0.613292161	0.870012051	c1
chr19:14693700-14694044	chr19:14691895-14694095	ENSG00000187912.12_5	CLEC17A	+	344	3.179270702	1.006463012	0.583931574	1.723597519	0.084780527	0.488021874	1.632398261	3.611325301	1.305827798	2.765544819	0.00568278	0.178312097	c1
chr16:69984453-69985966	chr16:69982607-69984807	ENSG00000157322.18_10	CLEC18A	+	354	3.264774072	0.329891515	0.396500401	0.832008023	0.405404416	0.91482878	0.18371939	-0.322996975	2.39685498	-0.134758664	0.892802689	NA	c1
chr16:74455588-74456210	chr16:74455175-74457375	ENSG00000140839.13_11	CLEC18B	-	622	2.9607467180000002	0.110961195	0.451120172	0.245968153	0.805706886	0.991615048	0.098908707	-0.138777413	3.226954832	-0.043005688	0.965697	NA	c1
chr16:70206924-70208847	chr16:70205224-70207424	ENSG00000157335.21_10	CLEC18C	+	500	2.878295119	0.405143138	0.400947158	1.01046517	0.312272479	0.857397225	0	NA	NA	NA	NA	NA	c1
chr16:19295123-19296249	chr16:19295052-19297252	ENSG00000261210.8_7	CLEC19A	+	1126	2.285251307	-0.88307074	0.654832023	-1.348545443	0.177483015	0.702877496	0.057083595	0.819523876	3.262372161	0.251204901	0.801655695	NA	c1
chr12:10085433-10085944	chr12:10084768-10086968	ENSG00000188393.9_7	CLEC2A	-	511	0.95928157	0.569797123	0.629604602	0.905007875	0.365461215	0.894221711	0	NA	NA	NA	NA	NA	c1
chr12:10022019-10023126	chr12:10021784-10023984	ENSG00000110852.5_7	CLEC2B	-	1107	1.637776578	0.496207022	0.605753124	0.819157181	0.412696741	0.91827814	0.366472752	1.618419933	1.79855466	0.89984473	0.368202887	NA	c1
chr7:139207685-139208675	chr7:139206430-139208630	ENSG00000236279.7_10	CLEC2L	+	945	4.475899379	-0.364716384	0.400971242	-0.909582397	0.363042785	0.892752539	0.405060688	0.254269394	1.392688868	0.182574443	0.855131939	NA	c1
chr12:8661423-8662118	chr12:8660070-8662270	ENSG00000166527.8_6	CLEC4D	+	695	1.645671256	0.163947299	0.569928425	0.287662962	0.773604744	0.989234032	0	NA	NA	NA	NA	NA	c1
chr12:10282353-10282953	chr12:10282656-10284856	ENSG00000172243.18_10	CLEC7A	-	297	2.383908547	1.023085196	0.73252414	1.396657311	0.162516647	0.67633803	0.772277363	-1.53423487	2.183283276	-0.702719105	0.482230819	NA	c1
chr4:141347716-141349461	chr4:141348614-141350814	ENSG00000153132.13_12	CLGN	-	847	13.08987233	-0.827783729	0.36382951	-2.275196781	0.022894128	0.219889699	2.022722683	-0.799356425	0.819041322	-0.97596593	0.329081348	0.70781131	c1
chr2:55458817-55460499	chr2:55459498-55461698	ENSG00000162994.16_8	CLHC1	-	1001	19.80174975	-0.432860863	0.2505547	-1.727610231	0.084058127	0.485776751	3.126044414	-0.033519559	0.418183364	-0.080155172	0.936113843	0.981278804	c1
chr6:31706927-31708446	chr6:31707339-31709539	ENSG00000213719.8_9	CLIC1	-	1107	7.195752776	-0.292550741	0.341542603	-0.856557098	0.391689705	0.908145558	8.650200146	0.341689241	0.31953551	1.069331047	0.284920525	0.677864181	c1
chrX:154563227-154565027	chrX:154563765-154565965	ENSG00000155962.13_8	CLIC2	-	1262	1.894479059	0.307714231	0.457717329	0.672280055	0.501405425	0.949361564	0.661979907	0.025769442	0.875461544	0.029435265	0.976517448	NA	c1
chr9:139889869-139891712	chr9:139890819-139893019	ENSG00000169583.13_7	CLIC3	-	893	7.508125888	0.144783142	0.253614812	0.570878102	0.568082276	0.964112853	0.411287371	-0.174729708	1.094418112	-0.159655352	0.873152574	NA	c1
chr1:25071370-25072510	chr1:25069872-25072072	ENSG00000169504.15_7	CLIC4	+	702	47.15905817	-0.379074651	0.335126028	-1.131140583	0.257995925	0.809193584	7.145751211	-0.173240462	0.367840106	-0.470966758	0.637664473	0.881306174	c1
chr6:46049863-46050862	chr6:46047884-46050084	ENSG00000112782.19_9	CLIC5	-	221	1.876267924	-0.302530452	0.832236442	-0.363515027	0.71622019	0.98515556	1.127323543	1.033184243	3.149773486	0.328018585	0.74289761	0.920794126	c1
chr21:36041035-36043331	chr21:36039292-36041492	ENSG00000159212.13_7	CLIC6	+	457	3.919268591	-0.337081633	0.444386757	-0.758532129	0.448132487	0.931836959	2.285839735	-1.339800818	1.255870845	-1.066830099	0.286048564	0.678867412	c1
chr5:157285349-157286520	chr5:157285952-157288152	ENSG00000113282.14_12	CLINT1	-	568	8.147670186	0.390347832	0.237812674	1.64140887	0.10071257	0.536216774	4.407945075	-0.15737964	0.377882032	-0.416478231	0.677060094	0.895968342	c1
chr12:122906034-122908485	chr12:122907015-122909215	ENSG00000130779.22_14	CLIP1	-	1470	8.088248057	0.174012309	0.240550549	0.723391861	0.46943917	0.939506501	3.634132529	0.456758148	0.323344902	1.412603525	0.157772332	0.55690491	c1
chr7:73703010-73705626	chr7:73701736-73703936	ENSG00000106665.16_14	CLIP2	+	926	9.676015577	0.211905299	0.231071513	0.917055053	0.359113792	0.89023188	3.168742302	0.896600039	0.437502183	2.049361295	0.040426799	0.371896934	c1
chr19:36523167-36524463	chr19:36524044-36526244	ENSG00000105270.15_7	CLIP3	-	419	7.783523998	0.181103076	0.267668217	0.676595369	0.498662718	0.948304486	5.660044512	0.427765862	0.310174611	1.379113078	0.167859892	0.564528553	c1
chr2:29320445-29320893	chr2:29318570-29320770	ENSG00000115295.21_11	CLIP4	+	325	3.016874773	0.067755484	0.445480252	0.15209537	0.879111716	0.996232014	1.263725508	-0.160499327	0.876265472	-0.183162902	0.854670202	0.959037966	c1
chr2:201726657-201729985	chr2:201729213-201731413	ENSG00000013441.17_9	CLK1	-	772	11.23720914	-0.34618508	0.264989255	-1.306411765	0.191412567	0.724958635	25.29893198	-0.719636	0.467197121	-1.540326272	0.123480843	0.52281526	c1
chr1:155246950-155248792	chr1:155248081-155250281	ENSG00000176444.19_11	CLK2	-	711	21.80399862	-0.535490344	0.276821817	-1.934422471	0.053061206	0.374409873	11.82229713	-0.298674358	0.286182576	-1.043649694	0.296647492	0.687208826	c1
chr15:74889945-74891650	chr15:74888840-74891040	ENSG00000179335.20_7	CLK3	+	1095	10.77632089	-0.207853949	0.306506223	-0.678139408	0.497683306	0.948115398	4.461857294	-0.33575679	0.397731719	-0.844179065	0.398569351	0.756124566	c1
chr14:95785065-95786964	chr14:95786044-95788244	ENSG00000165959.12_8	CLMN	-	920	7.585139142	0.151514659	0.261566755	0.579258092	0.562415039	0.963112885	3.479718827	-0.587827938	0.521277571	-1.127667813	0.259460236	0.653045135	c1
chr11:123065130-123066922	chr11:123065755-123067955	ENSG00000166250.12_8	CLMP	-	1167	4.31234872	0.307296706	0.358967237	0.856057807	0.391965805	0.908297728	0.864570607	-0.533095622	1.64471338	-0.324126762	0.745842067	NA	c1
chr16:28506531-28506985	chr16:28506695-28508895	ENSG00000188603.22_16	CLN3	-	290	3.980549346	0.599249678	0.454349206	1.318918732	0.187196283	0.718771609	2.139359986	0.139239024	0.487681529	0.285512196	0.775251762	0.933349604	c1
chr15:68548853-68549779	chr15:68549348-68551548	ENSG00000128973.13_11	CLN6	-	431	8.862359812	-0.293878084	0.406359398	-0.72319746	0.469558579	0.939541244	3.174182291	-0.007825769	0.434103159	-0.018027442	0.985616962	0.995527042	c1
chr8:1703602-1704223	chr8:1701943-1704143	ENSG00000182372.10_13	CLN8	+	541	2.417803717	-0.105734514	0.492942347	-0.214496714	0.830159729	0.99335316	1.90656488	0.59518007	0.447637058	1.329604105	0.183648745	0.585298805	c1
chr4:10686267-10686622	chr4:10686191-10688391	ENSG00000109684.16_12	CLNK	-	355	2.311840868	1.562561021	0.413948658	3.774770113	1.60155e-4	0.006627731	0.785372257	3.081911501	1.185392834	2.599907315	0.009324894	NA	c1
chr11:77348085-77349545	chr11:77348638-77350838	ENSG00000074201.9_14	CLNS1A	-	907	7.924711105	-0.334012262	0.285014116	-1.171914803	0.241231263	0.791012711	3.556911439	-0.465618398	0.452934726	-1.028003311	0.30394827	0.691176825	c1
chr4:56411329-56413878	chr4:56412875-56415075	ENSG00000134852.15_8	CLOCK	-	1003	18.98832068	-0.147577071	0.263207969	-0.560686181	0.575011489	0.96570735	6.410000609	-0.503941947	0.381739034	-1.320121608	0.186794419	0.587581489	c1
chr11:57413762-57415101	chr11:57413660-57415860	ENSG00000172409.7_10	CLP1	+	1339	5.009092806	0.008121843	0.371172447	0.02188159	0.982542411	0.999300215	1.171427319	0.073963837	0.854685053	0.08653929	0.931037725	0.98003363	c1
chr11:72144988-72146436	chr11:72145523-72147723	ENSG00000162129.15_15	CLPB	-	913	13.39369348	0.26719348	0.258815034	1.032372333	0.301897728	0.84889033	1.865275419	0.116302714	0.53186713	0.218668738	0.826908103	0.948718286	c1
chr19:6360918-6362374	chr19:6359541-6361741	ENSG00000125656.11_12	CLPP	+	823	9.927514924	0.048900605	0.240037562	0.203720636	0.838571815	0.994251954	3.159923227	-0.13764846	0.513330867	-0.268147639	0.788585678	0.938143044	c1
chr6:35765633-35766374	chr6:35764920-35767120	ENSG00000137392.10_7	CLPS	-	741	3.34675558	0.427909546	0.395763227	1.08122614	0.279596533	0.830720102	0.50259238	-1.157175846	2.880771897	-0.401689508	0.687912547	NA	c1
chr6:35744061-35745460	chr6:35742370-35744570	ENSG00000196748.10_8	CLPSL2	+	509	4.304899651	0.305845899	0.315672384	0.968871254	0.332609429	0.873404239	0.393915205	-0.927425922	1.727037667	-0.537003877	0.591264936	NA	c1
chr19:45457570-45459339	chr19:45455841-45458041	ENSG00000104853.16_13	CLPTM1	+	471	12.7595521	0.05041326	0.240181479	0.209896536	0.833748426	0.993721739	3.486369679	0.078073128	0.372482253	0.209602277	0.833978102	0.95124562	c1
chr5:1344358-1346267	chr5:1345013-1347213	ENSG00000049656.14_7	CLPTM1L	-	1254	8.537455676	-0.144716424	0.284529388	-0.508616789	0.611020859	0.972575775	8.288018808	0.100050472	0.339683706	0.294540096	0.768345229	0.930602959	c1
chr15:65476156-65478348	chr15:65477479-65479679	ENSG00000166855.9_7	CLPX	-	869	9.183499074	0.173569442	0.27575015	0.629444598	0.529058028	0.956517353	3.741555687	0.401880559	0.371652471	1.081334286	0.279548441	0.6738876	c1
chr3:150690551-150690787	chr3:150690313-150692513	ENSG00000163646.12_9	CLRN1	-	236	2.332259449	-0.257143212	0.634962227	-0.40497403	0.685496601	0.98183175600000006	0.048671707	0.046701563	3.262372161	0.014315216	0.9885785	NA	c1
chr10:129691117-129691332	chr10:129691004-129693204	ENSG00000180745.5_7	CLRN3	-	215	1.362611731	0.830990547	1.391423838	0.597223164	0.550358396	0.960459282	0.811782938	2.742247036	2.011170295	1.363508124	NA	NA	c1
chr1:36234142-36235912	chr1:36235378-36237578	ENSG00000092853.14_11	CLSPN	-	534	20.57897722	-0.557365502	0.295928969	-1.88344353	0.059640286	0.400631511	7.367835701	-0.671185608	0.465265441	-1.442586422	0.149137011	0.548869563	c1
chr1:9882760-9886110	chr1:9883841-9886041	ENSG00000171603.18_11	CLSTN1	-	2200	9.251465818	-0.434429709	0.35830926	-1.21244343	0.225342685	0.771197532	8.436519807	-0.110650503	0.365765092	-0.302517943	0.762257258	0.928927056	c1
chr3:139652574-139655530	chr3:139652026-139654226	ENSG00000158258.16_7	CLSTN2	+	1652	15.45284483	-0.560141639	0.320743533	-1.746384829	0.080744104	0.475749	4.37576938	-0.386026574	0.800015169	-0.482524068	0.629433705	0.876433212	c1
chr9:36190131-36191801	chr9:36188852-36191052	ENSG00000122705.18_13	CLTA	+	921	19.31724072	-0.273654782	0.266175235	-1.028100087	0.30390275	0.850776981	5.089345834	0.310300155	0.292647604	1.060320165	0.288998968	0.680217441	c1
chr5:175842920-175844334	chr5:175843339-175845539	ENSG00000175416.16_11	CLTB	-	995	11.79808563	6.36421e-4	0.266479188	0.002388257	0.998094449	0.999857656	1.857315861	1.066039118	0.439933619	2.423181754	0.015385227	0.266395017	c1
chr17:57696021-57698505	chr17:57695044-57697244	ENSG00000141367.13_11	CLTC	+	1223	17.43670884	0.191575495	0.245082541	0.781677447	0.434404159	0.926868751	10.96668894	-0.36305478	0.316816371	-1.14594703	0.25181707	0.645418696	c1
chr22:19278420-19280610	chr22:19279041-19281241	ENSG00000070371.16_8	CLTCL1	-	1569	9.666354856	-0.064842595	0.286142945	-0.2266091	0.820727716	0.992701902	2.331491824	-1.325374578	0.766141626	-1.729934172	0.083642037	0.461667279	c1
chr8:27471468-27472756	chr8:27472016-27474216	ENSG00000120885.22_9	CLU	-	740	13.79123119	0.01075931	0.412993063	0.026052036	0.979215834	0.999140399	0.985754954	-0.244033353	1.180615107	-0.206700178	0.836244018	0.952070578	c1
chr16:3550276-3551647	chr16:3548975-3551175	ENSG00000103351.13_13	CLUAP1	+	899	8.72184873	0.030819835	0.253366277	0.121641426	0.903183004	0.99681193	2.480230733	0.415876268	0.390568943	1.064796052	0.286968232	0.679313332	c1
chr17:2614311-2616010	chr17:2615756-2617956	ENSG00000132361.18_12	CLUH	-	254	10.30310066	0.60159312	0.229058115	2.626377679	0.0086299	0.114154626	2.441982463	-0.191787962	0.484533281	-0.395819997	0.692237824	0.902972008	c1
chr18:596251-597681	chr18:594987-597187	ENSG00000079101.18_9	CLUL1	+	936	21.57554926	-0.534319759	0.398722629	-1.340078843	0.180219714	0.707460239	1.20938258	0.268696496	0.650428637	0.413106805	0.679528364	0.897569122	c1
chr8:61968038-61968750	chr8:61967716-61969916	ENSG00000177182.11_7	CLVS1	+	712	3.886781866	0.348383816	0.432730448	0.805082742	0.420771934	0.921599189	0.930664235	1.768871172	0.707005486	2.501920009	0.012352183	0.247773741	c1
chr6:123316735-123319214	chr6:123315379-123317579	ENSG00000146352.13_6	CLVS2	+	844	7.641828589	-0.752066687	0.416380432	-1.80620084	0.070886974	0.442776622	0.684321285	0.090469493	1.101929437	0.082100986	0.934566409	NA	c1
chr13:100257989-100259378	chr13:100256922-100259122	ENSG00000125246.16_8	CLYBL	+	1133	20.06260208	-0.153391851	0.278134817	-0.551501796	0.581289736	0.966970003	2.364010114	-0.515252554	0.646549997	-0.79692608	0.425493963	0.769876886	c1
chr12:22198837-22200122	chr12:22197151-22199351	ENSG00000111726.13_6	CMAS	+	514	16.79314354	0.115707592	0.24614671	0.470075722	0.638300919	0.976500973	5.310599598	-0.59268935	0.454318248	-1.304568665	0.192039764	0.593220988	c1
chr5:10306434-10308477	chr5:10307813-10310013	ENSG00000164237.9_7	CMBL	-	664	8.010744758	-0.802598571	0.372862809	-2.152530508	0.031355595	0.270131096	1.530968772	-0.843275123	0.820114112	-1.028241204	0.30383638	0.691047533	c1
chr3:28281970-28283750	chr3:28281074-28283274	ENSG00000187118.14_8	CMC1	+	1304	13.35918784	-0.094674442	0.362874938	-0.26090102	0.794168838	0.99101653	3.311295606	0.730751056	0.369719846	1.976499407	0.048098243	0.391811496	c1
chr16:81477935-81482616	chr16:81476412-81478612	ENSG00000153815.18_9	CMIP	+	677	8.025928442	0.354137864	0.246932371	1.434149205	0.151529689	0.655792644	6.655068987	-0.077998678	0.446400235	-0.174728129	0.861293264	0.959956767	c1
chr12:108732908-108733432	chr12:108732893-108735093	ENSG00000174600.14_12	CMKLR1	-	524	3.03329433	0.768573024	0.519496631	1.479457188	0.139018166	0.631096362	0.129665992	1.43641555	3.08348566	0.465841488	0.641328966	NA	c1
chr1:47798708-47800593	chr1:47797461-47799661	ENSG00000162368.15_6	CMPK1	+	953	17.33320829	-0.143460576	0.238644531	-0.601147553	0.547741713	0.960006777	9.920122266	-0.291730607	0.295345371	-0.987760891	0.323269765	0.704826277	c1
chr3:99535875-99537450	chr3:99534680-99536880	ENSG00000184220.12_7	CMSS1	+	1005	12.11513007	-0.328453837	0.245089822	-1.340136584	0.180200944	0.70744756	3.317248767	-0.705350173	0.494865182	-1.425338049	0.154059506	0.554450316	c1
chr16:66612676-66612912	chr16:66611350-66613550	ENSG00000140932.10_7	CMTM2	+	236	1.368059308	0.015147432	0.681176023	0.022237177	0.982258762	0.999300215	0.850899806	1.211210394	0.724064087	1.672794462	0.094367766	NA	c1
chr16:66637706-66639493	chr16:66635776-66637976	ENSG00000140931.20_8	CMTM3	+	270	8.416193186	0.439833752	0.242884249	1.810878036	0.070159733	0.440168191	1.946055271	-0.73057096	0.647398841	-1.12847122	0.259120965	0.652976511	c1
chr16:66729389-66731487	chr16:66730445-66732645	ENSG00000183723.13_7	CMTM4	-	1042	11.1782331	0.269508036	0.2467267	1.092334295	0.274686192	0.825892386	3.05396838	0.13494615	0.39901307	0.338199824	0.735212609	0.917882753	c1
chr14:23845700-23846560	chr14:23843981-23846181	ENSG00000166091.21_7	CMTM5	+	481	3.504116585	0.641912473	0.507121553	1.265796079	0.205586099	0.745327348	0.490848113	-0.23151645	3.262372161	-0.070965677	0.943425072	NA	c1
chr3:32543316-32544627	chr3:32544143-32546343	ENSG00000091317.8_7	CMTM6	-	484	7.985590025	0.134281272	0.319900653	0.419759293	0.674661305	0.980628859	3.726498852	0.138376065	0.533491616	0.259378143	0.795343492	0.939866074	c1
chr3:32432854-32434693	chr3:32431189-32433389	ENSG00000153551.14_7	CMTM7	+	535	5.653564465	-0.101324494	0.38046057	-0.266320618	0.789992296	0.990671721	1.431394637	-0.358185603	0.8931458	-0.401038221	0.688391984	0.901592529	c1
chr3:32279466-32282071	chr3:32278170-32280370	ENSG00000170293.9_7	CMTM8	+	904	8.090800711	-0.06644534	0.341541422	-0.194545479	0.845748789	0.994754597	1.641310857	-0.552903414	0.77283687	-0.715420596	0.474349189	0.80091472	c1
chr6:37400311-37401971	chr6:37398994-37401194	ENSG00000137200.13_6	CMTR1	+	883	9.710671438	0.439894155	0.234445389	1.876318216	0.060611597	0.404581055	4.391569473	0.065398836	0.351043346	0.186298464	0.852210712	0.958031325	c1
chr16:71322533-71324219	chr16:71323417-71325617	ENSG00000180917.18_13	CMTR2	-	802	12.88463943	-0.046955119	0.264575049	-0.177473723	0.859136304	0.995459087	5.945620083	0.039377122	0.490343703	0.080305144	0.935994567	0.981278804	c1
chr5:78985088-78986495	chr5:78983658-78985858	ENSG00000164309.15_6	CMYA5	+	770	4.278617752	1.045095953	0.37841923	2.761741132	0.005749404	0.086560707	0.365941369	-0.121699485	1.557557553	-0.078134824	0.937720806	NA	c1
chr20:34539929-34543076	chr20:34540485-34542685	ENSG00000149646.12_13	CNBD2	+	2200	13.70986734	-0.179049409	0.239077346	-0.748918339	0.453906426	0.934128621	0	NA	NA	NA	NA	NA	c1
chr3:128901837-128903398	chr3:128902564-128904764	ENSG00000169714.17_13	CNBP	-	834	22.43431777	0.040504482	0.241845616	0.167480739	0.866991801	0.995879069	23.87967502	-0.729337981	0.285385859	-2.555620598	0.010599862	0.232413414	c1
chr18:72201661-72202865	chr18:72199734-72201934	ENSG00000150656.15_8	CNDP1	+	273	2.877329869	0.75538062	0.550431678	1.3723422	0.169956934	0.690082299	0.108996872	-0.231516871	3.214786393	-0.072016253	0.942588973	NA	c1
chr18:72162851-72164285	chr18:72161050-72163250	ENSG00000133313.15_9	CNDP2	+	399	42.85029909	-0.358924568	0.294152037	-1.220200857	0.222388742	0.767218581	4.184694246	-0.357360724	0.39567344	-0.903170866	0.366435217	0.737554814	c1
chr16:50058354-50059901	chr16:50056320-50058520	ENSG00000205423.12_9	CNEP1R1	+	166	10.73242295	-0.031863153	0.272379878	-0.116980569	0.906875451	0.996938635	2.731703193	0.247660337	0.383657233	0.645525005	0.51858702	0.824082157	c1
chr4:48018063-48019595	chr4:48018497-48020697	ENSG00000198515.16_10	CNGA1	-	1098	14.29804031	-0.29184476	0.337898859	-0.863704485	0.387750249	0.906156127	0.675467254	0.532953794	0.755724832	0.705222021	0.480672079	NA	c1
chr16:58004091-58005568	chr16:58004831-58007031	ENSG00000070729.14_13	CNGB1	-	737	1.89853065	0.655962663	0.457031615	1.435267586	0.151210861	0.655230036	0.157838978	2.030824625	3.201359495	0.634363191	0.525843826	NA	c1
chr8:87755182-87756575	chr8:87755702-87757902	ENSG00000170289.13_8	CNGB3	-	873	1.339529258	0.406556207	0.7302449	0.556739536	0.5777054	0.966246531	0.586042821	0.058370887	0.875357445	0.066682345	0.94683459	NA	c1
chr14:54907157-54908643	chr14:54907908-54910108	ENSG00000100528.12_8	CNIH1	-	735	19.76720983	-0.020703135	0.251747483	-0.082237704	0.934457691	0.997694112	5.091726171	-0.581643775	0.424706641	-1.369518906	0.170837129	0.567059091	c1
chr11:66044763-66045721	chr11:66043645-66045845	ENSG00000174871.11_7	CNIH2	+	958	11.05794683	0.079963144	0.246501318	0.32439236	0.745641003	0.987782301	8.270208981	-0.158967481	0.537958032	-0.29550164	0.7676107	0.930602959	c1
chr1:224620035-224623970	chr1:224620361-224622561	ENSG00000143786.8_7	CNIH3	+	2200	7.036652735	0.659406303	0.261677285	2.519921835	0.01173809	0.141226441	0.631018466	0.088285496	0.987118253	0.089437609	0.928734136	NA	c1
chr1:224544106-224545968	chr1:224542559-224544759	ENSG00000143771.12_7	CNIH4	+	653	13.19786855	0.381301713	0.221585844	1.720785523	0.08528975	0.489550275	5.574188344	0.016856219	0.319542253	0.052751142	0.95793019	0.987826323	c1
chr1:26503479-26504768	chr1:26501974-26504174	ENSG00000142675.18_10	CNKSR1	+	695	5.15937239	-0.226008464	0.395181425	-0.571910646	0.567382511	0.964034401	2.460006355	-0.439817113	0.562568067	-0.781802484	0.434330661	0.774590273	c1
chr19:1026365-1026699	chr19:1024584-1026784	ENSG00000064666.15_13	CNN2	+	334	9.540005178	0.857637057	0.282532615	3.035532932	0.00240111	0.04693154	2.144859721	1.821560038	1.048386855	1.737488436	0.082300993	0.459108651	c1
